"","paper","Sample","depth","Date","qPCRbac","qPCRarc","qPCR.MCG..copies.mL.water.","qPCRtotal","totalcells","CARDFISH.Bac.per.cc","CARDFISH.Arc.per.cc","CARDFISH.Total.per.cc","FISH.yield","Fraction.Arc.CARDFISH","Fish.or.cardFish","Cell.stain","Fixative","Bac.permeabilization","Arc.permeabilization","Bac.probe","Arc.probe","Counting.method","depth_log10"
"748","Schattenhofer 2009","53",300,NA,NA,NA,NA,NA,240000,110880,36000,146880,0.612,0.245098039215686,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"749","Schattenhofer 2009","38",300,NA,NA,NA,NA,NA,170000,77350,36380,113730,0.669,0.319880418535127,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"750","Schattenhofer 2009","42",200,NA,NA,NA,NA,NA,2e+05,96400,36600,133000,0.665,0.275187969924812,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.30102999566398
"751","Schattenhofer 2009","48",225,NA,NA,NA,NA,NA,280000,130200,36680,166880,0.596,0.219798657718121,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"752","Schattenhofer 2009","46",145,NA,NA,NA,NA,NA,380000,229140,36860,266000,0.7,0.138571428571429,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.16136800223497
"753","Schattenhofer 2009","52",115,NA,NA,NA,NA,NA,690000,427800,37260,465060,0.674,0.0801186943620178,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.06069784035361
"754","Schattenhofer 2009","49",300,NA,NA,NA,NA,NA,280000,117600,37800,155400,0.555,0.243243243243243,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"755","Schattenhofer 2009","20",225,NA,NA,NA,NA,NA,3e+05,137100,37800,174900,0.583,0.216123499142367,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"756","Schattenhofer 2009","39",110,NA,NA,NA,NA,NA,550000,339350,38500,377850,0.687,0.101892285298399,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.04139268515822
"757","Schattenhofer 2009","35",350,NA,NA,NA,NA,NA,170000,85170,38760,123930,0.729,0.312757201646091,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.54406804435028
"758","Schattenhofer 2009","3",300,NA,NA,NA,NA,NA,190000,91010,38950,129960,0.684,0.299707602339181,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"759","Schattenhofer 2009","32",200,NA,NA,NA,NA,NA,270000,139590,39420,179010,0.663,0.220211161387632,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.30102999566398
"760","Schattenhofer 2009","52",500,NA,NA,NA,NA,NA,180000,82620,39600,122220,0.679,0.3240058910162,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.69897000433602
"761","Schattenhofer 2009","32",300,NA,NA,NA,NA,NA,2e+05,99000,39600,138600,0.693,0.285714285714286,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"762","Schattenhofer 2009","60",400,NA,NA,NA,NA,NA,160000,72800,39840,112640,0.704,0.353693181818182,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.60205999132796
"763","Schattenhofer 2009","50",200,NA,NA,NA,NA,NA,310000,146320,39990,186310,0.601,0.214642262895175,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.30102999566398
"764","Schattenhofer 2009","32",500,NA,NA,NA,NA,NA,160000,79040,40160,119200,0.745,0.336912751677852,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.69897000433602
"765","Schattenhofer 2009","29",300,NA,NA,NA,NA,NA,180000,91260,40680,131940,0.733,0.308321964529332,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"766","Schattenhofer 2009","26",300,NA,NA,NA,NA,NA,170000,76840,41480,118320,0.696,0.350574712643678,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"767","Schattenhofer 2009","37",82,NA,NA,NA,NA,NA,540000,393660,41580,435240,0.806,0.0955334987593052,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.91381385238372
"768","Schattenhofer 2009","1",50,NA,NA,NA,NA,NA,1400000,1040200,42000,1082200,0.773,0.0388098318240621,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.69897000433602
"769","Schattenhofer 2009","28",85,NA,NA,NA,NA,NA,680000,518160,42160,560320,0.824,0.0752427184466019,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.92941892571429
"770","Schattenhofer 2009","65",225,NA,NA,NA,NA,NA,290000,189950,42920,232870,0.803,0.184308841843088,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"771","Schattenhofer 2009","5",225,NA,NA,NA,NA,NA,280000,147560,43120,190680,0.681,0.226138032305433,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"772","Schattenhofer 2009","4",300,NA,NA,NA,NA,NA,230000,97980,43470,141450,0.615,0.307317073170732,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"773","Schattenhofer 2009","38",200,NA,NA,NA,NA,NA,230000,111320,43470,154790,0.673,0.280832095096582,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.30102999566398
"774","Schattenhofer 2009","27",300,NA,NA,NA,NA,NA,190000,96520,43510,140030,0.737,0.310719131614654,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"775","Schattenhofer 2009","5",125,NA,NA,NA,NA,NA,410000,241080,43870,284950,0.695,0.153956834532374,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.09691001300806
"776","Schattenhofer 2009","26",180,NA,NA,NA,NA,NA,230000,129490,43930,173420,0.754,0.253315649867374,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.25527250510331
"777","Schattenhofer 2009","57",225,NA,NA,NA,NA,NA,3e+05,157200,44100,201300,0.671,0.219076005961252,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"778","Schattenhofer 2009","1",85,NA,NA,NA,NA,NA,760000,440800,44840,485640,0.639,0.0923317683881064,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.92941892571429
"779","Schattenhofer 2009","29",500,NA,NA,NA,NA,NA,150000,66000,45300,111300,0.742,0.407008086253369,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.69897000433602
"780","Schattenhofer 2009","37",75,NA,NA,NA,NA,NA,910000,706160,45500,751660,0.826,0.0605326876513317,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.8750612633917
"781","Schattenhofer 2009","27",225,NA,NA,NA,NA,NA,210000,104160,45570,149730,0.713,0.304347826086957,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"782","Schattenhofer 2009","53",225,NA,NA,NA,NA,NA,270000,115290,45900,161190,0.597,0.284757118927973,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"783","Schattenhofer 2009","46",202,NA,NA,NA,NA,NA,230000,106260,46000,152260,0.662,0.302114803625378,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.30535136944662
"784","Schattenhofer 2009","7",125,NA,NA,NA,NA,NA,680000,352240,46920,399160,0.587,0.117546848381601,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.09691001300806
"785","Schattenhofer 2009","9",225,NA,NA,NA,NA,NA,230000,97290,47380,144670,0.629,0.327503974562798,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"786","Schattenhofer 2009","1",2,NA,NA,NA,NA,NA,1300000,1029600,48100,1077700,0.829,0.0446320868516285,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.301029995663981
"787","Schattenhofer 2009","65",300,NA,NA,NA,NA,NA,270000,173070,48330,221400,0.82,0.218292682926829,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"788","Schattenhofer 2009","27",75,NA,NA,NA,NA,NA,920000,655040,48760,703800,0.765,0.069281045751634,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.8750612633917
"789","Schattenhofer 2009","50",95,NA,NA,NA,NA,NA,8e+05,461600,48800,510400,0.638,0.0956112852664577,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.97772360528885
"790","Schattenhofer 2009","60",200,NA,NA,NA,NA,NA,330000,172590,48840,221430,0.671,0.220566318926975,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.30102999566398
"791","Schattenhofer 2009","54",200,NA,NA,NA,NA,NA,360000,178920,48960,227880,0.633,0.214849921011058,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.30102999566398
"792","Schattenhofer 2009","38",115,NA,NA,NA,NA,NA,780000,486720,49140,535860,0.687,0.091703056768559,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.06069784035361
"793","Schattenhofer 2009","1",30,NA,NA,NA,NA,NA,680000,452200,50320,502520,0.739,0.100135317997294,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.47712125471966
"794","Schattenhofer 2009","37",87,NA,NA,NA,NA,NA,360000,264600,50400,315000,0.875,0.16,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.93951925261862
"795","Schattenhofer 2009","3",200,NA,NA,NA,NA,NA,270000,119070,52110,171180,0.634,0.304416403785489,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.30102999566398
"796","Schattenhofer 2009","31",150,NA,NA,NA,NA,NA,310000,175460,52390,227850,0.735,0.229931972789116,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.17609125905568
"797","Schattenhofer 2009","4",150,NA,NA,NA,NA,NA,350000,161350,52500,213850,0.611,0.245499181669394,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.17609125905568
"798","Schattenhofer 2009","33",300,NA,NA,NA,NA,NA,210000,98280,52920,151200,0.72,0.35,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"799","Schattenhofer 2009","57",300,NA,NA,NA,NA,NA,270000,135270,52920,188190,0.697,0.281205164992826,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"800","Schattenhofer 2009","31",100,NA,NA,NA,NA,NA,6e+05,388200,53400,441600,0.736,0.120923913043478,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2
"801","Schattenhofer 2009","64",300,NA,NA,NA,NA,NA,280000,182560,53480,236040,0.843,0.226571767497034,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"802","Schattenhofer 2009","32",120,NA,NA,NA,NA,NA,310000,169260,54250,223510,0.721,0.242718446601942,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.07918124604762
"803","Schattenhofer 2009","51",300,NA,NA,NA,NA,NA,380000,184680,54340,239020,0.629,0.227344992050874,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"804","Schattenhofer 2009","3",144,NA,NA,NA,NA,NA,3e+05,127500,55200,182700,0.609,0.302134646962233,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.15836249209525
"805","Schattenhofer 2009","37",300,NA,NA,NA,NA,NA,220000,113300,55220,168520,0.766,0.327676240208877,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"806","Schattenhofer 2009","55",225,NA,NA,NA,NA,NA,270000,127440,55350,182790,0.677,0.302806499261448,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"807","Schattenhofer 2009","54",95,NA,NA,NA,NA,NA,620000,363320,56420,419740,0.677,0.134416543574594,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.97772360528885
"808","Schattenhofer 2009","12",150,NA,NA,NA,NA,NA,370000,182410,56610,239020,0.646,0.236842105263158,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.17609125905568
"809","Schattenhofer 2009","4",225,NA,NA,NA,NA,NA,250000,106750,57000,163750,0.655,0.348091603053435,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"810","Schattenhofer 2009","60",95,NA,NA,NA,NA,NA,1500000,921000,57000,978000,0.652,0.0582822085889571,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.97772360528885
"811","Schattenhofer 2009","30",300,NA,NA,NA,NA,NA,240000,110880,57120,168000,0.7,0.34,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"812","Schattenhofer 2009","5",300,NA,NA,NA,NA,NA,250000,145000,57250,202250,0.809,0.283065512978986,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"813","Schattenhofer 2009","58",300,NA,NA,NA,NA,NA,290000,162690,58290,220980,0.762,0.263779527559055,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"814","Schattenhofer 2009","34",55,NA,NA,NA,NA,NA,930000,646350,58590,704940,0.758,0.08311345646438,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.74036268949424
"815","Schattenhofer 2009","34",300,NA,NA,NA,NA,NA,220000,115720,59400,175120,0.796,0.339195979899498,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"816","Schattenhofer 2009","26",95,NA,NA,NA,NA,NA,740000,444740,59940,504680,0.682,0.118768328445748,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.97772360528885
"817","Schattenhofer 2009","33",70,NA,NA,NA,NA,NA,550000,372350,59950,432300,0.786,0.138676844783715,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.84509804001426
"818","Schattenhofer 2009","51",225,NA,NA,NA,NA,NA,380000,154280,60420,214700,0.565,0.28141592920354,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"819","Schattenhofer 2009","59",300,NA,NA,NA,NA,NA,280000,140280,60760,201040,0.718,0.302228412256267,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"820","Schattenhofer 2009","28",300,NA,NA,NA,NA,NA,280000,127680,63000,190680,0.681,0.330396475770925,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"821","Schattenhofer 2009","61",225,NA,NA,NA,NA,NA,350000,169050,63350,232400,0.664,0.272590361445783,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"822","Schattenhofer 2009","35",200,NA,NA,NA,NA,NA,240000,136320,63360,199680,0.832,0.317307692307692,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.30102999566398
"823","Schattenhofer 2009","63",300,NA,NA,NA,NA,NA,320000,184640,63680,248320,0.776,0.256443298969072,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"824","Schattenhofer 2009","62",300,NA,NA,NA,NA,NA,3e+05,163200,63900,227100,0.757,0.281373844121532,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.47712125471966
"825","Schattenhofer 2009","62",180,NA,NA,NA,NA,NA,360000,189720,64080,253800,0.705,0.252482269503546,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.25527250510331
"826","Schattenhofer 2009","57",62,NA,NA,NA,NA,NA,1200000,782400,64800,847200,0.706,0.0764872521246459,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.79239168949825
"827","Schattenhofer 2009","55",80,NA,NA,NA,NA,NA,530000,289910,65190,355100,0.67,0.183582089552239,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.90308998699194
"828","Schattenhofer 2009","30",225,NA,NA,NA,NA,NA,270000,138510,65880,204390,0.757,0.322324966974901,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"829","Schattenhofer 2009","29",150,NA,NA,NA,NA,NA,310000,173600,66650,240250,0.775,0.27741935483871,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.17609125905568
"830","Schattenhofer 2009","63",225,NA,NA,NA,NA,NA,320000,165760,67200,232960,0.728,0.288461538461538,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"831","Schattenhofer 2009","37",225,NA,NA,NA,NA,NA,250000,121000,67750,188750,0.755,0.358940397350993,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"832","Schattenhofer 2009","58",150,NA,NA,NA,NA,NA,430000,183180,69660,252840,0.588,0.275510204081633,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.17609125905568
"833","Schattenhofer 2009","61",57,NA,NA,NA,NA,NA,7e+05,498400,70000,568400,0.812,0.123152709359606,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.75587485567249
"834","Schattenhofer 2009","34",225,NA,NA,NA,NA,NA,270000,136080,72090,208170,0.771,0.346303501945525,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.35218251811136
"835","Schattenhofer 2009","28",200,NA,NA,NA,NA,NA,330000,169620,72930,242550,0.735,0.300680272108844,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.30102999566398
"836","Schattenhofer 2009","51",65,NA,NA,NA,NA,NA,1200000,883200,73200,956400,0.797,0.0765370138017566,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.81291335664286
"837","Schattenhofer 2009","34",45,NA,NA,NA,NA,NA,1100000,793100,73700,866800,0.788,0.0850253807106599,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.65321251377534
"838","Schattenhofer 2009","59",75,NA,NA,NA,NA,NA,1100000,655600,74800,730400,0.664,0.102409638554217,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.8750612633917
"839","Schattenhofer 2009","35",68,NA,NA,NA,NA,NA,860000,610600,79980,690580,0.803,0.115815691158157,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.83250891270624
"840","Schattenhofer 2009","62",65,NA,NA,NA,NA,NA,680000,403920,87720,491640,0.723,0.178423236514523,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.81291335664286
"841","Schattenhofer 2009","2",30,NA,NA,NA,NA,NA,1500000,1018500,88500,1107000,0.738,0.0799457994579946,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.47712125471966
"842","Schattenhofer 2009","57",70,NA,NA,NA,NA,NA,1100000,709500,89100,798600,0.726,0.111570247933884,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.84509804001426
"843","Schattenhofer 2009","2",100,NA,NA,NA,NA,NA,390000,176280,90090,266370,0.683,0.338213762811127,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2
"844","Schattenhofer 2009","2",50,NA,NA,NA,NA,NA,540000,278100,93960,372060,0.689,0.252539912917271,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.69897000433602
"845","Schattenhofer 2009","51",70,NA,NA,NA,NA,NA,1100000,699600,102300,801900,0.729,0.127572016460905,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",1.84509804001426
"846","Schattenhofer 2009","2",150,NA,NA,NA,NA,NA,430000,205970,113090,319060,0.742,0.3544474393531,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.17609125905568
"847","Schattenhofer 2009","2",2,NA,NA,NA,NA,NA,2100000,1743000,149100,1892100,0.901,0.0788013318534961,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",0.301029995663981
"848","Schattenhofer 2009","1",175,NA,NA,NA,NA,NA,930000,438960,240870,679830,0.731,0.354309165526676,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.24303804868629
"849","Schattenhofer 2009","2",250,NA,NA,NA,NA,NA,1100000,506000,350900,856900,0.779,0.409499358151476,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.39794000867204
"850","Schattenhofer 2009","1",250,NA,NA,NA,NA,NA,1500000,963000,564000,1527000,1.018,0.369351669941061,"CARDFISH","DAPI","formaldehyde","lysozyme","proteinase K","EUB338 I-III","CREN554, EURY806","Microscopy-automated",2.39794000867204
"851","Tamburini 2009","Station7",2500,"July 2005",NA,NA,NA,NA,16400,6166.4,1853.2,8019.6,0.489,0.231083844580777,"CARDFISH","DAPI","formaldehyde","lysozyme/achromopeptidase","proteinase K","EUB338","CREN537, Eury806","Microscope-eye",3.39794000867204
"852","Tamburini 2009","Station20",2500,"July 2005",NA,NA,NA,NA,20300,7896.7,1867.6,9764.3,0.481,0.191268191268191,"CARDFISH","DAPI","formaldehyde","lysozyme/achromopeptidase","proteinase K","EUB338","CREN537, Eury806","Microscope-eye",3.39794000867204
"853","Tamburini 2009","Station21",2500,"July 2005",NA,NA,NA,NA,16700,6346,2187.7,8533.7,0.511,0.256360078277886,"CARDFISH","DAPI","formaldehyde","lysozyme/achromopeptidase","proteinase K","EUB338","CREN537, Eury806","Microscope-eye",3.39794000867204
"854","Tamburini 2009","Station17",2500,"July 2005",NA,NA,NA,NA,10800,4978.8,2592,7570.8,0.701,0.342368045649073,"CARDFISH","DAPI","formaldehyde","lysozyme/achromopeptidase","proteinase K","EUB338","CREN537, Eury806","Microscope-eye",3.39794000867204
"855","Tamburini 2009","Station20",500,"July 2005",NA,NA,NA,NA,68200,23324.4,4501.2,27825.6,0.408,0.161764705882353,"CARDFISH","DAPI","formaldehyde","lysozyme/achromopeptidase","proteinase K","EUB338","CREN537, Eury806","Microscope-eye",2.69897000433602
"856","Tamburini 2009","Station21",500,"July 2005",NA,NA,NA,NA,48800,16982.4,5221.6,22204,0.455,0.235164835164835,"CARDFISH","DAPI","formaldehyde","lysozyme/achromopeptidase","proteinase K","EUB338","CREN537, Eury806","Microscope-eye",2.69897000433602
